,PROJECT,DATE,SITE,SAMPLE,SUBSTRATE,AVERAGE.DEPTH,CPOM.OM.AREA.g.m2,CPOM.ASH.AREA.g.m2,EPIL.OM.AREA.g.m2,EPIL.ASH.AREA.g.m2,EPIL.CHLA.MG.M2.HAUER,EPIL.PHAEO.MG.M2.HAUER,EPIL.640.664,PHICOCYANIN.MG.M2,EPIL.CHLA.MG.M2.RITCHIE,EPIL.CHLB.MG.M2.RITCHIE,EPIL.CHLC.MG.M2.RITCHIE,EPIL.CHLD.MG.M2.RITCHIE,EPIL.CHL.TOTAL.MG.M2.RITCHIE,EPIP.OM.AREA.g.m2,EPIP.ASH.AREA.g.m2,EPIP.CHLA.MG.M2.HAUER,EPIP.PHAEO.MG.M2.HAUER,EPIP.640.664,EPIP.PHICOCYANIN.MG.M2,EPIP.CHLA.MG.M2.RITCHIE,EPIP.CHLB.MG.M2.RITCHIE,EPIP.CHLC.MG.M2.RITCHIE,EPIP.CHLD.MG.M2.RITCHIE,EPIP.CHL.TOTAL.MG.M2.RITCHIE,FBOM.AREA.g.m2,FBOM.ASH.AREA.g.m2,FBOM.CHLA.MG.M2.HAUER,FBOM.PHAEO.MG.M2.HAUER,FBOM.640.664,FBOM.PHICOCYANIN.MG.M2,FBOM.CHLA.MG.M2.RITCHIE,FBOM.CHLB.MG.M2.RITCHIE,FBOM.CHLC.MG.M2.RITCHIE,FBOM.CHLD.MG.M2.RITCHIE,FBOM.CHL.TOTAL.MG.M2.RITCHIE,FILA.OM.AREA.g.m2,FILA.ASH.AREA.g.m2,FILA.CHLA.MG.M2.HAUER,FILA.PHAEO.MG.M2.HAUER,FILA..640.664,FILA.CHLA.MG.M2.RITCHIE,FILA.CHLB.MG.M2.RITCHIE,FILA.CHLC.MG.M2.RITCHIE,FILA.CHLD.MG.M2.RITCHIE,FILA.CHL.TOTAL.MG.M2.RITCHIE,MACRO.OM.AREA.g.m2,MACRO.ASH.AREA.g.m2,TOTAL.ALGAL.BIOMASS.g.m2,TOTAL.CHLA.MG.M2.RITCHIE
33,LTREB,6/22/2021,BN,1,COBBLE,15,3.245780432,52.30519629,19.20732953,159.8880404,1.155035357,26.98162594,1.224719101,26.8470016,17.1122866,3.902662016,0.725880456,0.475550984,22.21648129,7.099275927,71.26284042,-0.103016667,6.665178354,1.533333333,8.152592409,3.868741542,0.601069842,0.184529087,0.212081608,4.866447159,7.50E-08,3.31E-07,-1862.325,2456.667,2619.047619,31.62,-371.753955,-600.116295,-789.804135,-216.432375,-1978.108575,96.51168119,1392.141814,43.84451781,269.2053394,1.554455446,168.2829609,70.64489806,15.20385014,4.841567827,258.9741308,,,1.23E+02,-182.489966
34,LTREB,6/22/2021,BN,5,COBBLE,12.6875,3.339315029,49.60202478,8.535031994,59.31847236,1.139426771,32.0406808,1.200934579,26.60369472,19.8899993,4.018866617,0.918465888,0.404555395,25.23200583,3.633819101,32.05547564,-0.115503536,3.673012435,1.534883721,5.714613134,2.061687066,0.371397942,0.163863612,0.14287052,2.739832549,2.35E-08,1.84E-08,-81.3015,105.0144375,66666.66667,1.73438125,-15.90185275,-24.316964,-31.68699319,-8.4367815,-80.34266756,61.66418643,128.583681,8.00720457,149.8681789,1.63583815,93.93370639,37.88871251,-2.298297631,0.158529655,129.6831108,,,7.38E+01,99.98354001
272,LTREB,6/22/2021,BN,2,COBBLE,9.4375,,,6.229404173,28.78994902,0.78667273,15.89078914,1.155251142,21.87867763,10.32628295,1.707813883,0.330002686,0.148520781,12.51268301,0.409213863,2.952185724,0.07804293,1.342338388,1.444444444,1.404772732,0.882453034,0.101294754,0.076904146,0.044297401,1.10495518,3.38E-08,2.03E-07,-292.29825,389.3110313,7500,15.9776875,-61.83924706,-97.88145594,-132.2087956,-35.04105056,-326.9708511,10.38662729,18.75394655,1.357946974,17.49488351,1.731707317,11.50809709,3.980476557,0.241335659,0.021099038,15.75106768,,,1.70E+01,-39.12241399
273,LTREB,6/22/2021,BN,3,COBBLE,13.5,,,6.383736258,62.2823499,-9.833409121,40.27327335,1.234527687,14.75215975,13.79262649,3.153566939,0.568613711,0.278858378,17.79374613,6.842055784,51.39258443,0,7.307315578,1.486842105,9.38339079,4.371892563,0.583464795,0.251837554,0.186668258,5.393891465,4.84E-08,2.90E-07,-1239.948,1603.2816,3035.714286,32.2785,-257.3182755,-408.9685005,-530.4372075,-175.2254775,-1371.950973,94.66059785,730.855673,21.81612052,142.7743887,1.563636364,84.39980666,38.20067162,21.48638207,3.509944154,147.5972312,,,1.08E+02,-154.7539498
274,LTREB,6/22/2021,BN,4,COBBLE,12.875,,,3.472471921,17.99371813,0.842863639,17.34894323,1.194736842,16.87305674,11.1332448,2.487617853,0.570821244,0.155680913,14.34742953,-0.212791209,30.64193404,0.043704041,1.45534455,0.130434783,1.276092509,0.771497606,0.093197475,0.057293214,0.018816799,0.940810006,2.58E-08,4.13E-08,-182.194125,242.3525625,22500,12.4256625,-35.363711,-59.13860875,-73.63005213,-18.16433325,-186.2968468,44.65797036,67.51684134,45.93606832,142.7080523,1.550488599,128.4920797,55.3872452,0.251549198,0.877755493,185.009249,,,4.79E+01,105.0331112
38,LTREB,7/7/2021,BN,2,COBBLE,15.875,23.68179083,0.896762951,11.5749064,67.27475903,5.20E-15,30.81134858,1.237068966,16.19083877,18.05817002,2.646604453,0.93544886,0.530220506,22.17055748,3.167315297,18.60169302,-0.134233839,7.980201716,1.423312883,3.665036273,4.625942421,0.299586299,0.335710033,0.092632409,5.353901578,1.03E-07,5.25E-07,,,1.579710145,24.66975,10657.43924,1083.832111,638.3789056,620.2418944,12999.96412,157.3868585,260.835054,16.65123944,367.9923917,1.461206897,231.476675,26.69656069,19.36769895,2.646041422,280.1884283,,,1.72E+02,10911.60003
39,LTREB,7/7/2021,BN,3,COBBLE,6.8125,29.58265473,3.895715973,,,-0.146720708,14.4739978,1.313868613,8.630144987,8.337124776,1.270426306,0.519563303,0.177610087,10.30477613,2.095174977,10.08302958,0,4.964779005,1.460992908,2.383261536,2.975780761,0.214829515,0.227314887,0.058094525,3.476039143,9.78E-08,5.68E-07,,,2.251533742,15.191875,5703.856783,922.7670744,461.9533542,546.631756,7635.247896,83.19023195,185.8940725,7.276722749,176.9456415,1.633484163,112.3027069,14.46884111,9.284094386,0.970643047,137.0269804,,,8.53E+01,5827.472395
297,LTREB,7/7/2021,BN,1,COBBLE,15,,,7.700235714,34.08868395,0,17.30242965,1.361904762,5.59175544,10.06825113,1.442230789,0.381076879,0.35399714,12.24561997,2.554663686,14.70948459,-0.215398486,6.598373606,1.430894309,3.877710563,3.736057151,0.248039827,0.214596859,0.067825783,4.26654409,2.93E-07,1.84E-06,,,1.582995951,36.15,24682.599,3516.711,2162.943,1743.15,32105.568,169.0761329,336.7925737,13.82920711,339.5070346,1.476190476,212.3295672,44.18430378,13.77996322,2.316469884,272.6115471,,,1.79E+02,24908.73288
298,LTREB,7/7/2021,BN,4,COBBLE,11.25,,,2.726533508,32.96626878,-0.496353032,46.35937317,1.120104439,14.00446756,26.65109851,1.233224119,2.170179388,0.370985162,30.42566317,1.277331843,5.270674552,-0.107699243,7.747165529,1.2996633,1.940199841,4.486122678,0.067247488,0.528842274,0.046598545,5.128841103,1.88E-08,1.62E-08,,,1.523809524,3.7845,4325.173125,124.419375,333.195,43.94,4826.75625,59.19724939,122.3635012,7.440612901,122.0260516,1.525423729,79.49234329,6.60888455,7.358443693,0.844551366,94.30473248,,,6.32E+01,4435.802689
299,LTREB,7/7/2021,BN,5,COBBLE,8.1875,,,9.354628901,67.07833637,0,10.55452579,1.246696035,9.109100584,6.130796914,1.474500178,0.153305426,0.189711874,7.948350485,2.934647987,22.64706434,-0.124868687,3.905268194,1.646706587,2.472820913,2.161842813,0.230206766,0.153691724,0.093536468,2.639292036,1.72E-06,5.31E-07,,,2.160220994,22.8513125,9096.880479,1962.38,827.8404643,608.9904607,12496.14895,47.22753133,287.7368675,0,75.71725023,1.592592593,44.76351978,5.630919428,2.459556597,0.241588816,53.09586084,,,5.95E+01,9149.936638
41,LTREB,7/20/2021,BN,2,COBBLE,10.75,15.2087255,2.337195747,21.38142433,152.6858765,-1.322047226,67.7008366,1.416020672,17.03761917,38.81048561,5.05433374,4.26668258,1.076896367,49.20864498,23.81624681,151.9820286,-0.842863639,61.74444413,1.944323144,18.90217291,35.56131661,6.767257453,5.399926387,1.392910206,49.12163093,1.25E-07,6.69E-07,-1.1481,59.7012,1.558232932,32.13175,34.08058433,3.703713471,4.323997071,1.55961,43.66813031,12.88657694,55.2545398,-2.894905698,91.80469694,1.405970149,51.01081616,5.656697234,6.657132461,0.733144355,64.05811277,,,5.81E+01,159.4632027
46,LTREB,7/20/2021,BN,1,COBBLE,22.5,74.83703121,30.9248762,13.39883105,61.59253225,-0.374606062,55.96614562,1.255980861,11.09787996,32.72102224,3.629118286,2.945382953,1.110664883,40.40640091,15.62612364,104.4828218,-1.133183337,81.32135691,1.385036496,17.52054999,47.26768172,4.669856247,5.765112088,1.27247306,58.97542985,1.94E-07,1.06E-06,-1.716428571,95.83392857,1.640522876,72.09,54.48567536,6.712475357,6.114662143,3.202984286,70.51616036,87.91411786,450.4120164,-13.47333135,529.8387555,1.380047506,293.3068417,92.07075412,10.55191447,4.450343532,400.3814433,,,1.17E+02,427.781221
121,LTREB,7/20/2021,BN,3,COBBLE,11.75,,,6.383736258,26.76258662,-0.109260101,6.304307847,1.898734177,5.9008639,3.496448053,0.305718357,0.368257284,0.100134223,4.270580833,6.510007964,27.49917157,-0.899054548,75.16096023,1.418803419,35.07547395,43.89103715,3.845383136,4.095086838,1.478728106,53.31052481,3.16E-06,1.86E-05,2.265791667,65.568525,2.414159292,25.81475,39.88143353,7.523997611,4.693824722,4.633712375,56.73324306,215.7216195,1290.13901,9.777218212,585.6553709,1.573964497,341.1120198,109.2719851,10.99970006,8.381291444,469.766864,,,2.29E+02,428.3809386
122,LTREB,7/20/2021,BN,4,COBBLE,26,,,14.77378963,66.19794198,-1.51715455,80.28276161,1.223502304,13.8835741,42.54728013,5.138813651,4.151550424,-0.758474995,51.07942397,23.8700292,144.0339262,-2.896953544,170.1960207,1.473359073,36.24582559,98.39190775,8.194095487,14.15686608,2.20907084,122.9525817,2.04E-07,9.99E-07,-2.380114286,91.79307429,1.451923077,72.046,53.33296354,-10.51396766,10.98744994,2.183215543,55.9900848,102.1936399,372.0203526,-3.533783849,443.8432515,1.380813953,255.6079497,29.73379333,30.96640228,4.20264178,320.5124018,,,1.41E+02,449.8801011
123,LTREB,7/20/2021,BN,5,COBBLE,33.75,,,16.43870546,104.0525626,-2.372505058,65.14898889,1.194986072,26.38190081,35.6147024,3.318640526,2.810204695,1.357686012,43.1014691,13.65137446,67.86402699,-1.835569703,133.5376959,1.478076379,27.72996819,77.92556924,5.485070206,11.88685771,1.593458157,96.8914665,7.16E-08,3.07E-07,-265.5021951,498.1243171,1.476821192,22.258125,27.83768982,1.680959085,2.624268293,0.825775244,32.96887848,107.9437718,334.3320113,-14.14606141,472.9499864,1.399497487,262.2541621,29.42785198,29.82319407,10.72555789,332.232485,,,1.38E+02,403.6321235
47,LTREB,8/3/2021,BN,1,COBBLE,24.125,57.85601996,6.285817227,15.60332459,114.7687045,-0.870959094,28.50939433,1.33984375,11.84112925,15.36279308,2.071681132,1.076793585,0.732780509,19.24414835,5.145572028,30.36834534,-0.505718183,20.38887143,1.425925926,6.010533215,11.2269181,1.21701649,1.099851815,0.576202418,14.12006364,1.96E-07,1.06E-06,-10.82151,116.150874,3.317343173,55.82525,54.69867619,14.47010359,7.1966805,10.91966015,87.28551994,16.56674854,71.95929676,-0.671169194,36.84718875,1.47972973,19.34868673,2.768371826,0.560803338,9.507913516,32.18597777,,,3.73E+01,100.6370741
48,LTREB,8/3/2021,BN,3,COBBLE,33,546.9178351,11.18055786,4.06524743,21.22592306,-0.444844698,9.911139879,1.136986301,5.951255664,5.360204342,0.844740089,0.084349552,0.216716008,6.50604398,0.860518294,4.490829848,-0.071799495,8.31438154,1.213836478,1.784768724,4.812787927,0.352951797,0.624553421,0.124159075,5.914483952,9.45E-08,3.74E-07,-0.429804878,26.90578537,1.388235294,31.7196,14.86707951,1.723272878,1.01098961,1.261796049,18.86324107,17.23238431,28.35844417,0,101.1857799,1.282548476,59.22505347,5.530411675,8.101535848,0.544807695,73.40218508,,,2.22E+01,84.26512525
146,LTREB,8/3/2021,BN,2,COBBLE,26.5,,,4.068754978,21.71171837,-0.842863639,25.95083493,1.208333333,6.965989126,14.181448,1.390430721,1.807369022,0.361354898,17.74069454,,,,,,,,,,,,-3.21E-07,5.11E-07,-1.929681818,64.740825,1.50965251,48.813,34.22723257,5.351738841,2.847409341,2.526469045,44.95307745,0.708799594,0.691697191,-0.085847222,4.268323902,1.23964497,1.745308758,8.040859195,-2.753769777,0.062847112,7.095221494,,,4.78E+00,50.15398933
147,LTREB,8/3/2021,BN,4,COBBLE,33.5,,,7.047831898,39.71478997,-1.098844448,59.94196463,1.13559322,5.797742007,34.1365231,2.151417564,4.546787341,0.504709647,41.33966092,,,,,,,,,,,,1.52E-07,8.57E-07,-3.659113636,72.81636136,1.537444934,57.352,38.05546552,5.701689341,2.958394136,2.818164659,49.53396795,,,,,,,,,,,,,7.05E+00,72.19198863
148,LTREB,8/3/2021,BN,5,COBBLE,23.5,,,26.73452624,171.3951343,-3.696113143,112.2001346,1.254317111,4.549195436,61.05398539,6.382237413,5.638575469,2.705889651,75.78109197,117.9062057,62.22038323,-2.275731825,110.246564,1.271331058,28.07967067,62.08631962,3.736989363,6.652930103,2.027080422,74.5037362,2.28E-07,1.28E-06,-1.651184211,89.49418421,2.31880109,43.4515,48.49148811,11.61476368,5.158550553,7.113717158,72.37885592,79.8764774,281.1821137,-11.06336569,609.3148654,1.275459098,344.5483763,31.4640152,163.6663147,2.543657341,542.2245596,,,2.25E+02,516.1801694
315,LTREB,9/22/2021,BN,1,COBBLE,33.25,,,50.51803594,72.17597192,23.48780007,20.54839117,1.355371901,21.02517443,34.78016558,2.518221204,3.650152907,1.189019656,42.13779136,,,,,,,,,,,,-1.13E-06,2.64E-06,7.5460875,5.504205,1.327586207,12.40225,10.82708944,0.806034862,1.165834775,0.483725988,13.28275821,4.58192352,37.25458392,18.10607844,5.571101058,1.27734375,21.46395602,1.966799877,2.192653029,-0.648619688,24.97491816,,,5.51E+01,67.07121104
316,LTREB,9/22/2021,BN,2,COBBLE,34.5,,,95.01945892,39.97201011,41.56254255,30.48356827,1.450943396,23.33501131,57.61276894,7.893354352,7.419611391,2.728640164,75.65474952,,,,,,,,,,,,1.40E-07,1.65E-06,4.386428571,7.895571429,1.375,15.732,8.805259214,0.9880225,0.884879,0.5200645,11.19828436,5.544579244,33.95002523,15.73030853,6.134820327,1.325242718,19.39318368,1.779422769,2.017474772,-0.716111144,22.47408538,,,1.01E+02,85.81121183
317,LTREB,9/22/2021,BN,3,COBBLE,34,,,25.11754689,188.1097668,13.54825257,25.19974977,2.213483146,18.80735221,28.05828645,6.334528981,5.095643494,0.31380696,39.80242826,,,,,,,,,,,,1.12E-07,6.14E-07,4.539,2.168633333,1.407407407,17.8704,5.201629778,-2.074245556,-1.552149111,-0.04573,1.529548556,5.749970587,68.2060931,19.13231349,10.5070902,1.306905371,25.79038913,1.841974142,1.967458366,-0.88406395,28.71591393,,,3.09E+01,59.05030536
318,LTREB,9/22/2021,BN,4,COBBLE,29.25,,,23.59994805,158.5762177,52.36680571,37.17184734,1.30511811,34.90477331,72.78209318,10.29801031,7.446205452,3.11935818,93.64613591,,,,,,,,,,,,3.20E-08,1.89E-07,9.584693182,5.821813636,1.298850575,10.111725,12.96702624,1.239802466,1.137311795,0.58538158,15.9296085,0.754780355,70.11258409,34.86084011,30.29926209,1.352941176,53.02042231,6.981417297,5.48483607,-1.520398218,63.96658721,,,2.44E+01,138.7695417
319,LTREB,9/22/2021,BN,5,COBBLE,30.25,,,18.31407413,103.7626054,30.21822231,28.72104675,1.254658385,31.22138087,45.94184422,4.741988621,4.759348408,1.887042586,57.33052684,,,,,,,,,,,,,,,,,,,,,,,20.65065452,76.71712277,,,,,,,,,,,3.90E+01,45.94184422
335,LTREB,10/13/2021,BN,1,COBBLE,29.75,,,25.41218087,178.4172441,24.3650026,15.40567429,1.333333333,25.93597462,32.30328421,2.75596943,3.629021887,1.190865947,39.87935591,1.525783117,11.20602933,1.720066167,1.606903919,1.362318841,2.673511083,2.423307234,0.174022176,0.252407419,0.075474218,2.925227153,4.99E-08,1.90E-07,3.971625,6.531116667,1.214285714,9.7342,5.379143778,0.390062167,0.774455306,0.235588597,6.779286208,2.951472808,44.97320826,18.47781126,4.065118476,1.519298246,20.12620668,4.55150311,1.263182328,0.123343592,26.06435105,,,2.99E+01,60.23194191
336,LTREB,10/13/2021,BN,2,COBBLE,35.25,,,2.82240647,26.62602611,2.81266718,1.949762117,1.327944573,2.187563775,3.795312321,0.374831083,0.420964946,0.130941414,4.722074649,1.122415166,2.562847963,3.046795969,0.799159598,1.261904762,1.928683394,3.341468486,0.154241918,0.443777889,0.045925861,3.985436229,-4.31E-06,4.56E-06,4.117640625,8.23528125,1.222222222,10.909875,5.893101609,0.620102578,1.372908188,0.329276859,8.215428891,,,,,,,,,,,,,3.94E+00,13.02988242
337,LTREB,10/13/2021,BN,3,COBBLE,38.5,,,10.51679627,68.543322,49.38556581,31.99135767,1.342876619,25.64134064,66.37468946,7.649372126,8.803882286,2.068238065,84.89661038,,,,,,,,,,,,4.06E-08,6.84E-08,2.855416667,7.5383,1.161290323,,4.352529806,0.085553417,0.555540028,0.135406639,5.129059833,,,,,,,,,,,,,1.05E+01,70.72721926
338,LTREB,10/13/2021,BN,4,COBBLE,36,,,32.51496435,174.7810867,53.66231835,31.20000237,1.157762938,38.23402038,69.99024645,5.699168233,8.41668372,1.618870092,85.72542571,,,,,,,,,,,,,,,,,,,,,,,20.1395211,39.88032036,59.4034633,11.76247681,1.381918819,64.78032737,22.08717884,2.363511131,-0.017719094,89.21363252,,,5.27E+01,134.7705738
339,LTREB,10/13/2021,BN,5,COBBLE,40,,,32.3582939,163.2833463,35.16302233,19.44954673,1.256281407,37.53356316,45.1458554,3.586949288,5.695716666,1.154019197,55.58283687,0.473518898,0.631358531,0.927150003,0.685529093,1.263157895,0.746265784,1.225649371,0.058587546,0.126013901,0.018780601,1.429039523,,,,,,,,,,,,3.53887016,3.933416536,7.168157742,1.460783661,1.548746518,7.96064737,1.302364406,0.701896146,-0.003010732,9.961944578,,,3.64E+01,54.33215214
152,LTREB,7/21/2020,CR,1,COBBLE,24,,,13.81506,76.86673197,30.06837989,7.132499416,1.061181435,5.929999927,34.42503829,7.955920205,2.924645584,1.067297847,46.3731062,1.643870546,10.30751261,4.151883851,0.913414447,1.268041237,1.501697958,4.843999557,0.276643864,0.253156508,-0.053436011,5.320394574,4.67E-08,8.21E-08,1.78,0.2136,1.416666667,0,1.513769333,0.109689333,0.112154667,-0.032928,1.702694667,57.95169805,130.4094429,108.456562,264.2396238,0.631782946,261.9913935,77.1234908,-18.57339858,4.966946803,325.509882,,,7.34E+01,302.7742007
153,LTREB,7/21/2020,CR,2,COBBLE,36.75,,,14.04421977,61.5293964,29.23800312,3.068023646,1.106086957,2.168506101,31.43556406,6.888519891,2.084464213,0.526566905,40.93529921,2.099267116,16.06105952,5.782981078,1.939522885,1.288770053,1.367855795,6.651332258,0.544619532,0.773118093,0.066770023,8.035882558,1.36E-07,7.09E-07,4.131473684,0.206573684,1.444444444,0,3.895780461,0.437156724,0.806795961,0.112818632,5.252576921,71.32480709,278.3402543,167.5370621,84.01133837,1.472222222,213.2549644,64.95351786,8.98711797,2.151236624,289.3479918,,,8.75E+01,255.2376412
154,LTREB,7/21/2020,CR,3,COBBLE,35.25,,,12.40970268,55.13162995,42.54900518,9.541840736,1.037151703,6.714123839,48.26486744,10.16390251,3.092817984,1.440521678,62.96239986,0.561207583,5.655920174,1.334534095,0.353534471,1.301886792,0.345756484,1.574593708,0.106262113,0.130859052,0.023095884,1.834821017,7.93E-08,6.17E-07,5.448907895,0.099071053,1.36,1.5696825,5.178050605,0.407749737,1.565567526,0.263473342,7.414876461,35.18888465,196.5419107,71.06109895,26.05573628,1.634146341,76.27148579,22.5358736,5.915807972,1.68240035,106.4059923,,,4.82E+01,131.2889975
155,LTREB,7/21/2020,CR,4,COBBLE,37.25,,,5.670534955,16.42701363,7.257992446,0.60873485,1.14893617,1.509122267,7.628371621,1.375600752,0.579048723,0.212083561,9.795151425,,,,,,,,,,,,1.24E-07,1.35E-06,7.328447368,2.564956579,1.35,2.94722,8.372413908,0.719769987,1.113398579,0.234104487,10.43974186,,,,,,,,,,,,,5.67E+00,16.00078553
156,LTREB,7/21/2020,CR,5,COBBLE,38,,,8.48592633,41.49662404,17.31928692,1.530265762,1.182795699,2.106375745,18.37186079,4.260126951,1.142322088,0.363637049,24.13805395,3.086641707,28.4906383,7.24238386,1.883019804,1.335784314,0.894190749,8.51113035,1.2194676,0.209194616,0.231246894,10.17109296,1.16E-07,8.36E-07,10.70966667,15.33173333,1.405063291,23.5524,10.21997967,2.789679222,5.403279111,1.494546333,19.907554,67.34958671,416.3108003,126.5754403,19.49945972,1.536082474,134.7561165,40.63029352,3.038207757,1.23410734,179.6594554,,,7.89E+01,171.8590873
170,LTREB,8/4/2020,CR,1,COBBLE,16.25,,,0.860518294,3.279946541,1.723187884,0.56690384,1.326633166,3.113205533,2.049822389,0.25200774,0.160459817,0.026185852,2.488488613,,,,,,,,,,,,5.36E-08,4.03E-07,2.751402439,2.137628049,1.295454545,2.819375,3.775162744,0.670375915,0.487255854,0.25713128,5.189950366,2.371102039,17.82418668,7.317414143,1.183241436,1.723577236,7.777096327,2.658092526,0.356927007,0.076800486,10.86895716,,,3.23E+00,13.60208146
171,LTREB,8/4/2020,CR,2,COBBLE,29.75,,,3.591728532,2.525434124,1.386042428,0.449527274,1.349056604,3.393061048,1.612100912,0.296211957,0.110541198,0.040727676,2.059591563,,,,,,,,,,,,1.98E-08,1.40E-07,2.41751087,0.967004348,1.368421053,2.12653,2.718627435,0.456049391,0.3957345,0.217484141,3.787913576,2.113881896,29.16876413,6.493484645,2.067092612,1.280701754,7.506338542,2.53326482,0.32761454,0.09460464,10.46186226,,,5.71E+00,11.83706689
172,LTREB,8/4/2020,CR,3,COBBLE,29,,,1.30217697,6.462656075,1.339216671,0.583761113,1.109243697,4.734136719,1.659431955,0.333951354,0.071497039,0.06231801,2.127208519,,,,,,,,,,,,9.43E-08,1.00E-06,3.0972,3.135915,1.419354839,2.80517,4.98950365,1.06546145,0.2937729,0.20607255,6.554841,34.98171589,1882.036177,65.61261141,26.24504457,1.725,47.1806773,23.57822366,19.49500587,3.803221505,94.05737407,,,3.63E+01,53.8296129
173,LTREB,8/4/2020,CR,4,COBBLE,35,,,1.080714325,3.104179444,3.867807588,1.332244836,1.114130435,22.58463,4.570913659,1.631785965,0.146637068,0.122800879,6.472161945,0.546300507,3.498778526,1.332973236,1.17563869,1.629464286,3.886713268,1.992080992,0.521379301,0.129771783,0.124780274,2.768024462,1.45E-07,1.07E-06,17.84045455,17.24577273,1.496855346,8.0535,27.28270841,6.025627045,2.557090455,1.455363636,37.32095818,690.1803876,172.5778815,824.912515,54.5711356,1.590062112,840.804451,314.5389756,21.05406792,12.17324658,1188.575066,,,6.92E+02,874.650154
174,LTREB,8/4/2020,CR,5,COBBLE,31.5,,,3.584713437,6.727475903,9.308960634,3.081134858,1.048780488,40.12914823,11.07447227,2.651465213,0.496146437,0.23825184,14.46040009,4.542273876,26.18559507,2.207054047,1.112267832,1.533333333,5.016143529,2.849962,0.655965689,-1.097835448,0.174516135,2.582625972,8.23E-08,6.48E-07,3.822954545,3.134822727,1.416666667,3.19095,5.389725886,1.075036295,0.425111114,0.347818705,7.237726364,122.8616043,488.156198,189.9239444,52.22908471,1.656050955,215.5912662,87.78035238,6.785944934,3.372344024,313.5309872,,,1.31E+02,234.9054263
190,LTREB,8/18/2020,CR,1,COBBLE,11,,,2.406177513,5.467097206,5.72522931,1.311121216,1.279778393,6.403378524,6.580862433,1.293910663,0.545296132,0.172291804,8.592400807,,,,,,,,,,,,1.81E-08,6.92E-08,0.772894737,0.741978947,1.904761905,1.1583,1.176175579,0.392394316,0.339165895,0.219494579,2.127238474,1.580419988,41.33147241,6.269136,0.230132841,1.413265306,6.453474397,1.192420102,0.233372176,-0.171951407,7.707351529,,,3.99E+00,14.21051241
191,LTREB,8/18/2020,CR,2,COBBLE,25.25,,,4.021987679,10.53258023,8.523848763,2.281975259,1.27247191,6.917818808,9.84705355,2.574283772,0.534406782,0.135361504,13.09116116,0.531978022,2.156557056,0.458892426,1.720846596,1.339449541,0.71759743,1.48478851,0.174578204,0.140886236,0.024718932,1.824981253,3.73E-08,7.25E-08,1.0112625,0.404505,1.777777778,2.658825,1.26048,0.416582075,0.026277675,-0.028065375,1.675280688,112.2316549,707.6978697,110.3615699,4.051247501,1.459183673,114.0478911,21.58639972,4.760872447,-2.483247813,137.9125591,,,1.17E+02,126.6402132
192,LTREB,8/18/2020,CR,3,COBBLE,27.75,,,7.289852669,25.74072115,7.047276537,2.63098324,1.138263666,5.419628398,8.544336769,2.764962688,0.162234163,0.333954938,11.80553632,2.471651731,12.57104986,0.087408081,17.50346824,1.378472222,3.489775821,10.37066797,1.424346109,1.226693358,0.493190767,13.51496564,6.04E-08,2.76E-07,3.031056818,1.448171591,1.714285714,1.2462525,3.888419557,1.111741943,0.313125955,0.185182057,5.498492216,648.4767583,6052.355104,764.7758055,34.24369278,1.443113772,791.3579744,115.8261914,48.99793624,-22.07717807,934.1094983,,,6.58E+02,814.1613987
193,LTREB,8/18/2020,CR,4,COBBLE,32,,,7.536550169,21.01488562,11.26315559,3.39955001,1.179104478,11.569762,13.30386303,3.898391437,0.8813054,0.452971101,18.53660659,4.012634219,20.70154472,0.405823234,9.622068868,1.401098901,4.958035161,6.121919323,1.280322296,0.545645297,0.258123792,8.20604825,2.86E-08,4.21E-08,1.165090909,1.553454545,1.75,1.6768,1.984494545,1.209818182,0.806714182,0.250973091,4.252010182,386.677613,586.0236127,157.5446615,36.64625822,0.283464567,179.7546042,44.21232071,5.115558024,-2.521272571,226.5621916,,,3.98E+02,201.1648811
194,LTREB,8/18/2020,CR,5,COBBLE,26.25,,,4.793648106,10.28880569,20.91550511,4.869878803,1.196476965,26.29491364,23.81090335,5.792676816,1.514378326,0.547886503,31.66598325,0.34919583,1.051952436,0.932352865,0.478996284,1.328063241,0.512597653,1.2342939,0.175737297,0.14785257,0.038043358,1.595934938,3.00E-08,7.75E-08,2.33625,-0.700875,1.4,,1.89429125,0.46548375,1.16542,0.20411875,3.72932625,13.84824449,77.68446191,8.700437174,0.352720426,1.47826087,8.89412164,1.316209076,-0.104510049,-0.46832994,9.637540046,,,1.90E+01,35.83361014
205,LTREB,9/1/2020,CR,1,COBBLE,13,,,2.768624077,10.79330792,2.829836625,0.525541087,1.183206107,6.220752223,3.34212379,0.717422309,0.444120828,0.226941087,4.730629212,0.233836493,0.853503199,0.226324496,0.063214773,1.353658537,0.443003236,0.268455372,0.035766256,0.028246571,0.006639816,0.339109711,9.75E-09,1.95E-09,0.6942,0.76362,1.625,2.2503,1.67439805,0.78677755,0.62293465,0.5870111,3.67113435,12.37462721,57.74942949,,,,,,,,,,,1.54E+01,5.284977212
