date,doy,year,site,biomass_type,units,fit,se
2021-10-03,276,2021,BM,epil,chla_mgm2,63.480518146244954,37.359806149862365
2021-10-03,276,2021,BM,fila,gm2,23.064316387019673,5.777672464782249
2021-10-03,276,2021,BM,fila,chla_mgm2,41.86685623399169,19.15469700495246
2021-10-04,277,2021,BM,epil,gm2,22.769749772593638,10.8265307592558
2021-10-04,277,2021,BM,epil,chla_mgm2,64.23631508397376,40.82907181864315
2021-10-04,277,2021,BM,fila,gm2,22.50315498258264,5.600852081813108
2021-10-04,277,2021,BM,fila,chla_mgm2,40.4325584115299,18.457774543393597
2021-10-05,278,2021,BM,epil,gm2,22.440310159487428,11.167852943351043
2021-10-05,278,2021,BM,epil,chla_mgm2,64.9946565712328,44.541039306518535
2021-10-05,278,2021,BM,fila,gm2,21.95825987276663,5.432467451701611
2021-10-05,278,2021,BM,fila,chla_mgm2,39.05202305094928,17.807359503146294
2021-10-06,279,2021,BM,epil,gm2,22.107961506203456,11.489521065487015
2021-10-06,279,2021,BM,epil,chla_mgm2,65.75662264710878,48.494538737407
2021-10-06,279,2021,BM,fila,gm2,21.429480681930926,5.2722555356179335
2021-10-06,279,2021,BM,fila,chla_mgm2,37.72368015794379,17.197683030464294
2021-10-07,280,2021,BM,epil,gm2,21.775569762827033,11.789150701663328
2021-10-07,280,2021,BM,epil,chla_mgm2,66.52334788306565,52.68898787047585
2021-10-07,280,2021,BM,fila,gm2,20.91665634248155,5.119920145886222
2021-10-07,280,2021,BM,fila,chla_mgm2,36.44617073014728,16.623814976443597
2021-10-08,281,2021,BM,epil,gm2,21.445525240771488,12.066712953725405
2021-10-08,281,2021,BM,epil,chla_mgm2,67.2958211167911,57.126526009659166
2021-10-08,281,2021,BM,fila,gm2,20.419734135007097,4.975312603158037
2021-10-08,281,2021,BM,fila,chla_mgm2,35.218991600185795,16.083057907778873
2021-10-09,282,2021,BM,epil,gm2,21.11979771216963,12.323942614632152
2021-10-09,282,2021,BM,epil,chla_mgm2,68.07501152260699,61.811781999858944
2021-10-09,282,2021,BM,fila,gm2,19.938626490343797,4.838290671910176
2021-10-09,282,2021,BM,fila,chla_mgm2,34.04154317751498,15.573305283864936
2021-10-10,283,2021,BM,epil,gm2,20.79968745139937,12.56470726635303
2021-10-10,283,2021,BM,epil,chla_mgm2,68.86176953795646,66.7537382494085
2021-10-10,283,2021,BM,fila,gm2,19.473177601476518,4.708679260272143
2021-10-10,283,2021,BM,fila,chla_mgm2,32.91291713487073,15.092566505682658
2021-10-11,284,2021,BM,epil,gm2,20.486228444986846,12.793596422702215
2021-10-11,284,2021,BM,epil,chla_mgm2,NA,NA
2021-10-11,284,2021,BM,fila,gm2,19.023174953990402,4.586282381837644
2021-10-11,284,2021,BM,fila,chla_mgm2,31.83196485896733,14.638995912327987
2021-10-12,285,2021,BM,epil,gm2,20.18032120684577,13.01531827146497
2021-10-12,285,2021,BM,epil,chla_mgm2,NA,NA
2021-10-12,285,2021,BM,fila,gm2,18.58835952184928,4.470895086557005
2021-10-12,285,2021,BM,fila,chla_mgm2,30.797355616830778,14.210917940892388
2021-10-13,286,2021,BM,epil,gm2,19.88274519224698,13.234525994082441
2021-10-13,286,2021,BM,epil,chla_mgm2,NA,NA
2021-10-13,286,2021,BM,fila,gm2,18.168434730559785,4.362314629927316
2021-10-13,286,2021,BM,fila,chla_mgm2,29.807625511856976,13.806844993870056
2020-07-13,195,2020,BN,epil,gm2,5.454641540685746,0.7619624105913425
2020-07-13,195,2020,BN,epil,chla_mgm2,9.354439846596183,1.1418427547312697
2020-07-13,195,2020,BN,fila,gm2,244.94205665082455,106.97374341587626
2020-07-13,195,2020,BN,fila,chla_mgm2,54.50222939324784,18.90950441105063
2020-07-14,196,2020,BN,epil,gm2,5.542630557659871,0.7575372348754548
2020-07-14,196,2020,BN,epil,chla_mgm2,9.5544377709863,1.146271491496378
2020-07-14,196,2020,BN,fila,gm2,239.67834488449466,97.31720777383852
2020-07-14,196,2020,BN,fila,chla_mgm2,54.03444727789901,17.56958946018766
2020-07-15,197,2020,BN,epil,gm2,5.629167174571807,0.7536557768937228
2020-07-15,197,2020,BN,epil,chla_mgm2,9.765076824218117,1.1524605792276028
2020-07-15,197,2020,BN,fila,gm2,232.8310893081043,88.45187152021472
2020-07-15,197,2020,BN,fila,chla_mgm2,53.502092164635485,16.40230812335694
2020-07-16,198,2020,BN,epil,gm2,5.713227802318643,0.7503268056146999
2020-07-16,198,2020,BN,epil,chla_mgm2,9.987222032408196,1.1606409115774652
2020-07-16,198,2020,BN,fila,gm2,224.71785937895675,80.69508412530978
2020-07-16,198,2020,BN,fila,chla_mgm2,52.90124812446782,15.413506760599612
2020-07-17,199,2020,BN,epil,gm2,5.7936934681308285,0.7474428234766405
2020-07-17,199,2020,BN,epil,chla_mgm2,10.22183456101147,1.1710252831505443
2020-07-17,199,2020,BN,fila,gm2,215.66692951376592,74.1035200015401
2020-07-17,199,2020,BN,fila,chla_mgm2,52.22910243281241,14.600471096901794
2020-07-18,200,2020,BN,epil,gm2,5.869357917257013,0.7447577456036866
2020-07-18,200,2020,BN,epil,chla_mgm2,10.469985459774163,1.1837982614003835
2020-07-18,200,2020,BN,fila,gm2,205.9923862759075,68.53722600302147
2020-07-18,200,2020,BN,fila,chla_mgm2,51.484029386469714,13.950817846450644
2020-07-19,201,2020,BN,epil,gm2,5.938941035065002,0.7418853416894361
2020-07-19,201,2020,BN,epil,chla_mgm2,10.732871835126021,1.1991103695585463
2020-07-19,201,2020,BN,fila,gm2,195.97638384313026,63.76218527199496
2020-07-19,201,2020,BN,fila,chla_mgm2,50.665646653203964,13.44331861672097
2020-07-20,202,2020,BN,epil,gm2,6.00123527841398,0.7383731112868092
2020-07-20,202,2020,BN,epil,chla_mgm2,11.011814137190338,1.2170862067277306
2020-07-20,202,2020,BN,fila,gm2,185.8659579770888,59.55287374929989
2020-07-20,202,2020,BN,fila,chla_mgm2,49.77616776301386,13.05158337637513
2020-07-21,203,2020,BN,epil,gm2,6.055664373929826,0.7339589596224789
2020-07-21,203,2020,BN,epil,chla_mgm2,11.30817936699947,1.237870654194117
2020-07-21,203,2020,BN,fila,gm2,175.88994660622245,55.769428019881524
2020-07-21,203,2020,BN,fila,chla_mgm2,48.825228341848735,12.751268696717911
2020-07-22,204,2020,BN,epil,gm2,6.102505503812557,0.7287104101610761
2020-07-22,204,2020,BN,epil,chla_mgm2,11.623342151662333,1.261681045588229
2020-07-22,204,2020,BN,fila,gm2,166.2455397716656,52.35381519293795
2020-07-22,204,2020,BN,fila,chla_mgm2,47.82956538190094,12.52333741950643
2020-07-23,205,2020,BN,epil,gm2,6.142811082531998,0.7230133079129375
2020-07-23,205,2020,BN,epil,chla_mgm2,11.958685237948412,1.2888401216677863
2020-07-23,205,2020,BN,fila,gm2,157.0830636303281,49.28966649162921
2020-07-23,205,2020,BN,fila,chla_mgm2,46.80988935062365,12.353919344583959
2020-07-24,206,2020,BN,epil,gm2,6.177888196737694,0.717347084349832
2020-07-24,206,2020,BN,epil,chla_mgm2,12.315697651245546,1.3197598682355267
2020-07-24,206,2020,BN,fila,gm2,148.4963058086329,46.560380695398194
2020-07-24,206,2020,BN,fila,chla_mgm2,45.785362216233146,12.23117797406966
2020-07-25,207,2020,BN,epil,gm2,6.209145239130441,0.7121862714092665
2020-07-25,207,2020,BN,epil,chla_mgm2,12.696013055476044,1.3549247990257065
2020-07-25,207,2020,BN,fila,gm2,140.53297629266459,44.14129201145898
2020-07-25,207,2020,BN,fila,chla_mgm2,44.7723979439674,12.144837587591363
2020-07-26,208,2020,BN,epil,gm2,6.238071829668317,0.707957641251193
2020-07-26,208,2020,BN,epil,chla_mgm2,13.101425236584129,1.394875858951982
2020-07-26,208,2020,BN,fila,gm2,133.2079296634446,42.00255165508798
2020-07-26,208,2020,BN,fila,chla_mgm2,43.78481660462412,12.086435285723205
2020-07-27,209,2020,BN,epil,gm2,6.266224726887217,0.7050093705729217
2020-07-27,209,2020,BN,epil,chla_mgm2,13.533905395403636,1.440189478254148
2020-07-27,209,2020,BN,fila,gm2,126.51381494962068,40.11308474967348
2020-07-27,209,2020,BN,fila,chla_mgm2,42.834090398672465,12.049440650283241
2020-07-28,210,2020,BN,epil,gm2,6.295235307241142,0.7036157744256321
2020-07-28,210,2020,BN,epil,chla_mgm2,13.995578743869318,1.4914632902171223
2020-07-28,210,2020,BN,fila,gm2,120.42731422926364,38.443638293381326
2020-07-28,210,2020,BN,fila,chla_mgm2,41.929481917932364,12.029375344966
2020-07-29,211,2020,BN,epil,gm2,6.326855164762832,0.7040365953643658
2020-07-29,211,2020,BN,epil,chla_mgm2,14.48859340984504,1.5493287549037515
2020-07-29,211,2020,BN,fila,gm2,114.91077575055716,36.96737913069017
2020-07-29,211,2020,BN,fila,chla_mgm2,41.07793623646622,12.023896458195992
2020-07-30,212,2020,BN,epil,gm2,6.362924962402736,0.706457102054552
2020-07-30,212,2020,BN,epil,chla_mgm2,15.015220743130248,1.6143964610762225
2020-07-30,212,2020,BN,fila,gm2,109.92389792218786,35.660614052484526
2020-07-30,212,2020,BN,fila,chla_mgm2,40.284961310572484,12.032039365966702
2020-07-31,213,2020,BN,epil,gm2,6.405381531397337,0.7109768403570768
2020-07-31,213,2020,BN,epil,chla_mgm2,15.577897106453623,1.6871988855500721
2020-07-31,213,2020,BN,fila,gm2,105.4277561290528,34.50362647992987
2020-07-31,213,2020,BN,fila,chla_mgm2,39.55508256572666,12.053876619967543
2020-08-01,214,2020,BN,epil,gm2,6.4562915443733955,0.7176343906663261
2020-08-01,214,2020,BN,epil,chla_mgm2,16.179225379699133,1.7681401610113927
2020-08-01,214,2020,BN,fila,gm2,101.38586643251845,33.48114188042293
2020-08-01,214,2020,BN,fila,chla_mgm2,38.892105770661054,12.090416673299751
2020-08-02,215,2020,BN,epil,gm2,6.517899775097094,0.7264478922579473
2020-08-02,215,2020,BN,epil,chla_mgm2,16.82197233093294,1.8574527722344063
2020-08-02,215,2020,BN,fila,gm2,97.76481141202483,32.58257873147326
2020-08-02,215,2020,BN,fila,chla_mgm2,38.29936228071747,12.143593612404546
2020-08-03,216,2020,BN,epil,gm2,6.592535777632453,0.7374673385092947
2020-08-03,216,2020,BN,epil,chla_mgm2,17.509035847972665,1.9552162864547218
2020-08-03,216,2020,BN,fila,gm2,94.53204812785968,31.801403092368005
2020-08-03,216,2020,BN,fila,chla_mgm2,37.77920337933187,12.216016312228916
2020-08-04,217,2020,BN,epil,gm2,6.682010592722684,0.7508216490033498
2020-08-04,217,2020,BN,epil,chla_mgm2,18.243325868323772,2.061585302172475
2020-08-04,217,2020,BN,fila,gm2,91.64733208804753,31.131720638398868
2020-08-04,217,2020,BN,fila,chla_mgm2,37.330436521819244,12.30965734034138
2020-08-05,218,2020,BN,epil,gm2,6.7873536323570445,0.7667482585529133
2020-08-05,218,2020,BN,epil,chla_mgm2,19.02772876187886,2.177017538039218
2020-08-05,218,2020,BN,fila,gm2,89.0637408111402,30.566272634377135
2020-08-05,218,2020,BN,fila,chla_mgm2,36.94821637197937,12.425153510143577
2020-08-06,219,2020,BN,epil,gm2,6.90885155435275,0.7855846982819672
2020-08-06,219,2020,BN,epil,chla_mgm2,19.865098062978067,2.302406048473523
2020-08-06,219,2020,BN,fila,gm2,86.73237907480353,30.09531045455457
2020-08-06,219,2020,BN,fila,chla_mgm2,36.625240758422265,12.561645928356553
2020-08-07,220,2020,BN,epil,gm2,7.046711806521475,0.8077599966708084
2020-08-07,220,2020,BN,epil,chla_mgm2,20.758174089347037,2.438922240498139
2020-08-07,220,2020,BN,fila,gm2,84.61088341992068,29.707818837583677
2020-08-07,220,2020,BN,fila,chla_mgm2,36.35447638151709,12.717584785326032
2020-08-08,221,2020,BN,epil,gm2,7.201225352644672,0.8337555956837653
2020-08-08,221,2020,BN,epil,chla_mgm2,21.70946493646827,2.587905806561266
2020-08-08,221,2020,BN,fila,gm2,82.6638395147285,29.39164705744007
2020-08-08,221,2020,BN,fila,chla_mgm2,36.12965014566806,12.890876098360298
2020-08-09,222,2020,BN,epil,gm2,7.372746683225287,0.8640581428205117
2020-08-09,222,2020,BN,epil,chla_mgm2,22.721092023008683,2.7507610380810767
2020-08-09,222,2020,BN,fila,gm2,80.861317938079,29.133528536967248
2020-08-09,222,2020,BN,fila,chla_mgm2,35.94508964107513,13.078863086954208
2020-08-10,223,2020,BN,epil,gm2,7.561671387939309,0.8991137161573934
2020-08-10,223,2020,BN,epil,chla_mgm2,23.794590439285926,2.9288054302224
2020-08-10,223,2020,BN,fila,gm2,79.17778250240035,28.919430692095382
2020-08-10,223,2020,BN,fila,chla_mgm2,35.7955939465797,13.278396770740827
2020-08-11,224,2020,BN,epil,gm2,7.768263026469891,0.9392906503144357
2020-08-11,224,2020,BN,epil,chla_mgm2,24.930836544507184,3.123205289563749
2020-08-11,224,2020,BN,fila,gm2,77.59084598530157,28.73521526055181
2020-08-11,224,2020,BN,fila,chla_mgm2,35.67631758449783,13.48616262719727
2020-08-12,225,2020,BN,epil,gm2,7.99211207060866,0.9848540011074641
2020-08-12,225,2020,BN,epil,chla_mgm2,26.13041818369055,3.3352774014692192
2020-08-12,225,2020,BN,fila,gm2,76.07950921469418,28.567373550634958
2020-08-12,225,2020,BN,fila,chla_mgm2,35.582652633096174,13.699368033573199
2020-08-13,226,2020,BN,epil,gm2,8.232390711856429,1.0358911373299606
2020-08-13,226,2020,BN,epil,chla_mgm2,27.393008661342556,3.5660379706693246
2020-08-13,226,2020,BN,fila,gm2,74.62516582427119,28.402707244380046
2020-08-13,226,2020,BN,fila,chla_mgm2,35.51019126337566,13.91517536604667
2020-08-14,227,2020,BN,epil,gm2,8.487876835909848,1.0922289798153735
2020-08-14,227,2020,BN,epil,chla_mgm2,28.716879467934266,3.815779005534904
2020-08-14,227,2020,BN,fila,gm2,73.21166040909281,28.228491043807132
2020-08-14,227,2020,BN,fila,chla_mgm2,35.45467922533767,14.130483806011917
2020-08-15,228,2020,BN,epil,gm2,8.756830655953392,1.1533636826563327
2020-08-15,228,2020,BN,epil,chla_mgm2,30.09850490113619,4.0837207952226064
2020-08-15,228,2020,BN,fila,gm2,71.82499141478152,28.032889990949347
2020-08-15,228,2020,BN,fila,chla_mgm2,35.41197035275996,14.341944605358552
2020-08-16,229,2020,BN,epil,gm2,9.036858245553493,1.2184149938861297
2020-08-16,229,2020,BN,epil,chla_mgm2,31.532112721814503,4.3676956261254025
2020-08-16,229,2020,BN,fila,gm2,70.45309242908293,27.805424873012523
2020-08-16,229,2020,BN,fila,chla_mgm2,35.37799181058604,14.546022526519298
2020-08-17,230,2020,BN,epil,gm2,9.324886311249422,1.2862246226628558
2020-08-17,230,2020,BN,epil,chla_mgm2,33.00962644718343,4.664276703066087
2020-08-17,230,2020,BN,fila,gm2,69.0862145609806,27.53813727612009
2020-08-17,230,2020,BN,fila,chla_mgm2,35.349024560419984,14.739486441492762
2020-08-18,231,2020,BN,epil,gm2,9.617610756400413,1.3558675916610863
2020-08-18,231,2020,BN,epil,chla_mgm2,34.52223784237452,4.970398663470838
2020-08-18,231,2020,BN,fila,gm2,67.71883556661173,27.22836511272662
2020-08-18,231,2020,BN,fila,chla_mgm2,35.32287427553379,14.920949578480617
2020-08-19,232,2020,BN,epil,gm2,9.91195764322698,1.4270177015495826
2020-08-19,232,2020,BN,epil,chla_mgm2,36.06142984355342,5.2847828012776015
2020-08-19,232,2020,BN,fila,gm2,66.3497293816865,26.878402055377098
2020-08-19,232,2020,BN,fila,chla_mgm2,35.298978478264075,15.090873282309666
2020-08-20,233,2020,BN,epil,gm2,10.205316415204262,1.5000252092044601
2020-08-20,233,2020,BN,epil,chla_mgm2,37.61934051223472,5.608696309155949
2020-08-20,233,2020,BN,fila,gm2,64.98078883762597,26.49343957326853
2020-08-20,233,2020,BN,fila,chla_mgm2,35.27791829879836,15.250799461203455
2020-08-21,234,2020,BN,epil,gm2,10.494872784175238,1.5754054092964505
2020-08-21,234,2020,BN,epil,chla_mgm2,39.18752699198138,5.9451069216295345
2020-08-21,234,2020,BN,fila,gm2,63.614394464307914,26.07806479753961
2020-08-21,234,2020,BN,fila,chla_mgm2,35.260489557852914,15.401933254104028
2020-08-22,235,2020,BN,epil,gm2,10.77740834354246,1.6535310616882752
2020-08-22,235,2020,BN,epil,chla_mgm2,40.75666265229506,6.298133376172834
2020-08-22,235,2020,BN,fila,gm2,62.252802510337986,25.63552254546248
2020-08-22,235,2020,BN,fila,chla_mgm2,35.247486846753695,15.544773185618697
2020-08-23,236,2020,BN,epil,gm2,11.049317298322897,1.7344250873899527
2020-08-23,236,2020,BN,epil,chla_mgm2,42.316672944485546,6.672562442225461
2020-08-23,236,2020,BN,fila,gm2,60.898138858949054,25.16793443325849
2020-08-23,236,2020,BN,fila,chla_mgm2,35.23970535365401,15.679145341600156
2020-08-24,237,2020,BN,epil,gm2,11.306646584184529,1.8175818853017611
2020-08-24,237,2020,BN,epil,chla_mgm2,43.85691948505164,7.073223325783218
2020-08-24,237,2020,BN,fila,gm2,59.552394608160185,24.67665650968651
2020-08-24,237,2020,BN,fila,chla_mgm2,35.237943049615986,15.804332027531606
2020-08-25,238,2020,BN,epil,gm2,11.545540736315166,1.9020756779352679
2020-08-25,238,2020,BN,epil,chla_mgm2,45.3666028348486,7.504735161008945
2020-08-25,238,2020,BN,fila,gm2,58.217526987610654,24.16308929167825
2020-08-25,238,2020,BN,fila,chla_mgm2,35.24264133197733,15.919327677152303
2020-08-26,239,2020,BN,epil,gm2,11.763585880710837,1.9873105211690083
2020-08-26,239,2020,BN,epil,chla_mgm2,46.83564166800178,7.972444118609356
2020-08-26,239,2020,BN,fila,gm2,56.89573199082704,23.630164326943355
2020-08-26,239,2020,BN,fila,chla_mgm2,35.25280034921853,16.023330633964846
2020-08-27,240,2020,BN,epil,gm2,11.95896672723069,2.072590313846214
2020-08-27,240,2020,BN,epil,chla_mgm2,48.25461219685565,8.481243213701834
2020-08-27,240,2020,BN,fila,gm2,55.58907199076636,23.081160588728327
2020-08-27,240,2020,BN,fila,chla_mgm2,35.26706128181623,16.115867420090282
2020-08-28,241,2020,BN,epil,gm2,12.130173178192752,2.1569173103758823
2020-08-28,241,2020,BN,epil,chla_mgm2,49.61490467521169,9.034539484855362
2020-08-28,241,2020,BN,fila,gm2,54.29937283543603,22.51923349018364
2020-08-28,241,2020,BN,fila,chla_mgm2,35.28406449623671,16.196642257636928
2020-08-29,242,2020,BN,epil,gm2,12.276042944981372,2.2390308142110755
2020-08-29,242,2020,BN,epil,chla_mgm2,50.9090176513521,9.63375317039528
2020-08-29,242,2020,BN,fila,gm2,53.02823565675222,21.947387874488538
2020-08-29,242,2020,BN,fila,chla_mgm2,35.302446897587984,16.265410617486182
2020-08-30,243,2020,BN,epil,gm2,12.395792132441168,2.3175128671442935
2020-08-30,243,2020,BN,epil,chla_mgm2,52.13082364730608,10.278228057967274
2020-08-30,243,2020,BN,fila,gm2,51.77704951236271,21.368487986112267
2020-08-30,243,2020,BN,fila,chla_mgm2,35.32084032993598,16.321879909097852
2020-08-31,244,2020,BN,epil,gm2,12.489032159177862,2.3909525354930956
2020-08-31,244,2020,BN,epil,chla_mgm2,53.27579187974591,10.96562477626453
2020-08-31,244,2020,BN,fila,gm2,50.547004564522155,20.785289659287642
2020-08-31,244,2020,BN,fila,chla_mgm2,35.33787103110225,16.36563436557409
2020-09-01,245,2020,BN,epil,gm2,12.555772298779898,2.4581528858289325
2020-09-01,245,2020,BN,epil,chla_mgm2,54.34115671183144,11.692779577747158
2020-09-01,245,2020,BN,fila,gm2,49.33910553848468,20.200483885314455
2020-09-01,245,2020,BN,fila,chla_mgm2,35.352160152260474,16.39608257723103
2020-09-02,246,2020,BN,epil,gm2,12.596463650384312,2.51847652194485
2020-09-02,246,2020,BN,epil,chla_mgm2,55.32532151221139,12.456951543109614
2020-09-02,246,2020,BN,fila,gm2,48.15397477782449,19.61677151572026
2020-09-02,246,2020,BN,fila,chla_mgm2,35.3623253527035,16.41242714874533
2020-09-03,247,2020,BN,epil,gm2,12.612147451897243,2.5723413352440425
2020-09-03,247,2020,BN,epil,chla_mgm2,56.224843634790005,13.256274798646249
2020-09-03,247,2020,BN,fila,gm2,46.99131452482584,19.036790717697112
2020-09-03,247,2020,BN,fila,chla_mgm2,35.36698347670675,16.413656634521654
2020-09-04,248,2020,BN,epil,gm2,12.60426428679808,2.6207365328992425
2020-09-04,248,2020,BN,epil,chla_mgm2,57.03378145908731,14.08753948055304
2020-09-04,248,2020,BN,fila,gm2,45.85068009542482,18.462672880295102
2020-09-04,248,2020,BN,fila,chla_mgm2,35.36475431241389,16.398560292601875
2020-09-05,249,2020,BN,epil,gm2,12.574527675305193,2.664362582454404
2020-09-05,249,2020,BN,epil,chla_mgm2,57.746423803895595,14.943894121729265
2020-09-05,249,2020,BN,fila,gm2,44.73169910748583,17.895947731593196
2020-09-05,249,2020,BN,fila,chla_mgm2,35.35426542212111,16.365766345265282
2020-09-06,250,2020,BN,epil,gm2,12.524858393495563,2.7033278468160904
2020-09-06,250,2020,BN,epil,chla_mgm2,58.35813850615127,15.81395940498364
2020-09-06,250,2020,BN,fila,gm2,43.63406001702117,17.33759606124996
2020-09-06,250,2020,BN,fila,chla_mgm2,35.334158019307594,16.313804403558336
2020-09-07,251,2020,BN,epil,gm2,12.45732362876355,2.7371201154443274
2020-09-07,251,2020,BN,epil,chla_mgm2,58.865478385253276,16.681871245704652
2020-09-07,251,2020,BN,fila,gm2,42.55750177515857,16.78815306642833
2020-09-07,251,2020,BN,fila,chla_mgm2,35.30309385043119,16.241192559587393
2020-09-08,252,2020,BN,epil,gm2,12.374078810947715,2.7647188750750695
2020-09-08,252,2020,BN,epil,chla_mgm2,59.26625312232063,17.52809364373053
2020-09-08,252,2020,BN,fila,gm2,41.50180452818138,16.247839477941483
2020-09-08,252,2020,BN,fila,chla_mgm2,35.259763019190466,16.146549419736967
2020-09-09,253,2020,BN,epil,gm2,12.277150384442605,2.7848987899589837
2020-09-09,253,2020,BN,epil,chla_mgm2,59.55888539921052,18.331270006682626
2020-09-09,253,2020,BN,fila,gm2,40.46675521476734,15.716764184675197
2020-09-09,253,2020,BN,fila,chla_mgm2,35.20267215128379,16.028780368152763
2020-09-10,254,2020,BN,epil,gm2,12.167920246114022,2.7967620132732054
2020-09-10,254,2020,BN,epil,chla_mgm2,59.74033811742553,19.071162957113902
2020-09-10,254,2020,BN,fila,gm2,39.45207224948875,15.19519170932352
2020-09-10,254,2020,BN,fila,chla_mgm2,35.12949952238443,15.887279084815274
2020-09-11,255,2020,BN,epil,gm2,12.047625713827127,2.799609496920247
2020-09-11,255,2020,BN,epil,chla_mgm2,59.808118086358135,19.728426203984757
2020-09-11,255,2020,BN,fila,gm2,38.45749370054385,14.683346412356427
2020-09-11,255,2020,BN,fila,chla_mgm2,35.03778509145826,15.721672352523463
2020-09-12,256,2020,BN,epil,gm2,11.917508663625975,2.7928971059639873
2020-09-12,256,2020,BN,epil,chla_mgm2,59.761013067371174,20.28499306806283
2020-09-12,256,2020,BN,fila,gm2,37.48279702267353,14.181374225862838
2020-09-12,256,2020,BN,fila,chla_mgm2,34.92517674073236,15.531737316365207
2020-09-13,257,2020,BN,epil,gm2,11.778797891998735,2.7762863901786528
2020-09-13,257,2020,BN,epil,chla_mgm2,59.5991304749459,20.724964958710686
2020-09-13,257,2020,BN,fila,gm2,36.52779093254946,13.689384477328435
2020-09-13,257,2020,BN,fila,chla_mgm2,34.789457147814936,15.317413826399696
2020-09-14,258,2020,BN,epil,gm2,11.632693808555198,2.7497026235054483
2020-09-14,258,2020,BN,epil,chla_mgm2,59.32389844229317,21.03551362554523
2020-09-14,258,2020,BN,fila,gm2,35.592308198365046,13.20749596340927
2020-09-14,258,2020,BN,fila,chla_mgm2,34.6285723808338,15.078846842284072
2020-09-15,259,2020,BN,epil,gm2,11.480246428990233,2.7135809964267223
2020-09-15,259,2020,BN,epil,chla_mgm2,58.937667568318915,21.208981139810014
2020-09-15,259,2020,BN,fila,gm2,34.67628130485995,12.73602461896568
2020-09-15,259,2020,BN,fila,chla_mgm2,34.44080239166862,14.81676084883754
2020-09-16,260,2020,BN,epil,gm2,11.32204137482175,2.669335767226747
2020-09-16,260,2020,BN,epil,chla_mgm2,58.442601930410966,21.246522749493515
2020-09-16,260,2020,BN,fila,gm2,33.77994946346307,12.275839802857153
2020-09-16,260,2020,BN,fila,chla_mgm2,34.22519935923308,14.533350057498067
2020-09-17,261,2020,BN,epil,gm2,11.158562173564256,2.6185133324325682
2020-09-17,261,2020,BN,epil,chla_mgm2,57.84177550218303,21.152877022472723
2020-09-17,261,2020,BN,fila,gm2,32.90355441404708,11.827746068745816
2020-09-17,261,2020,BN,fila,chla_mgm2,33.981162398223226,14.23116507686314
2020-09-18,262,2020,BN,epil,gm2,10.990300979181812,2.562458425079298
2020-09-18,262,2020,BN,epil,chla_mgm2,57.13947571052799,20.93428497712345
2020-09-18,262,2020,BN,fila,gm2,32.047256671972484,11.392303430958815
2020-09-18,262,2020,BN,fila,chla_mgm2,33.70830649056863,13.912681560292198
2020-09-19,263,2020,BN,epil,gm2,10.81775450668447,2.5022505291561905
2020-09-19,263,2020,BN,epil,chla_mgm2,56.34110295740822,20.598038753729977
2020-09-19,263,2020,BN,fila,gm2,31.211142585553567,10.969844432319523
2020-09-19,263,2020,BN,fila,chla_mgm2,33.406472333581966,13.580231409489892
2020-09-20,264,2020,BN,epil,gm2,10.64142012825249,2.4386922449740425
2020-09-20,264,2020,BN,epil,chla_mgm2,55.45304051069792,20.152244482508184
2020-09-20,264,2020,BN,fila,gm2,30.395231138884245,10.560511021859753
2020-09-20,264,2020,BN,fila,chla_mgm2,33.07573283053494,13.235979534345953
2020-09-21,265,2020,BN,epil,gm2,10.461792180931509,2.372339453776511
2020-09-21,265,2020,BN,epil,chla_mgm2,54.482500919675736,19.605755345610778
2020-09-21,265,2020,BN,fila,gm2,29.599480463356727,10.164302366391265
2020-09-21,265,2020,BN,fila,chla_mgm2,32.7163958979244,12.881945446740612
2020-09-22,266,2020,BN,epil,gm2,10.279375615183508,2.3036833239252084
2020-09-22,266,2020,BN,epil,chla_mgm2,53.43712998050678,18.969043116180792
2020-09-22,266,2020,BN,fila,gm2,28.823846878671702,9.781206844103796
2020-09-22,266,2020,BN,fila,chla_mgm2,32.32917236726325,12.520345378676128
2020-09-23,267,2020,BN,epil,gm2,10.094729236837578,2.2335212890606586
2020-09-23,267,2020,BN,epil,chla_mgm2,52.32422420434154,18.256296506102796
2020-09-23,267,2020,BN,fila,gm2,28.06842741719447,9.411433449499365
2020-09-23,267,2020,BN,fila,chla_mgm2,31.915643469319203,12.154406779139293
2020-09-24,268,2020,BN,epil,gm2,9.908403231563815,2.1625317048866926
2020-09-24,268,2020,BN,epil,chla_mgm2,51.151366839949894,17.482099928326736
2020-09-24,268,2020,BN,fila,gm2,27.33327234350588,9.055106627218612
2020-09-24,268,2020,BN,fila,chla_mgm2,31.477679106390294,11.78734101201565
2020-09-25,269,2020,BN,epil,gm2,9.720918774699877,2.0911771260768495
2020-09-25,269,2020,BN,epil,chla_mgm2,49.92650754061935,16.660329941421924
2020-09-25,269,2020,BN,fila,gm2,26.61833970475534,8.71220374146106
2020-09-25,269,2020,BN,fila,chla_mgm2,31.017237563675028,11.421981397152164
2020-09-26,270,2020,BN,epil,gm2,9.532766490451682,2.0197652965534685
2020-09-26,270,2020,BN,epil,chla_mgm2,48.65779865993809,15.804120412292486
2020-09-26,270,2020,BN,fila,gm2,25.92350756791582,8.382592263114383
2020-09-26,270,2020,BN,fila,chla_mgm2,30.536341916949276,11.06076884965484
