date,site,sample,average.depth,cobble,sand,gravel,pebble,epilithon_gm2,epiphyton_gm2,filamentous_gm2,epilithon_chla_mgm2,epiphyton_chla_mgm2,filamentous_chla_mgm2,total.algal.biomass.g.m2,fila_macro_gm2,doy
2021-09-09,GC,8,34.875,1,0,0,0,15.00528775,32.14316432,212.6810384,39.41393592,44.69421759,282.7238684,260,212.6810384,252
2021-09-09,GC,9,37.75,1,0,0,0,5.745362632,1.799371813,99.27333899,9.611009921,2.981296134,60.58126291,107,99.27333899,252
2021-09-09,GC,10,45,1,0,0,0,6.049934665,4.608917277,63.80790698,10.62407367,10.87920718,105.8071523,74.5,63.80790698,252
2021-09-09,GC,12,31.375,1,0,0,0,17.28519356,1.813402003,30.23255383,44.78337451,3.550272806,163.7068676,49.3,30.23255383,252
2021-09-09,GC,13,35.75,1,0,0,0,0.869871754,3.32515493,104.3553902,2.143601392,6.288201412,192.2320116,109,104.3553902,252
2021-09-09,GC,14,35.75,1,0,0,0,5.555955073,3.979298489,103.4199357,16.73309175,7.97933458,345.1482485,113,103.4199357,252
2021-09-09,GC,15,42.75,1,0,0,0,3.953005914,4.707128604,72.31873961,9.250297781,8.725202257,211.0095774,81,72.31873961,252
2021-09-09,GC,16,23.875,1,0,0,0,19.53002389,0.748276778,13.6307145,44.05221905,2.689788255,17.00344796,33.9,13.6307145,252
2021-09-09,GC,17,31.75,1,0,0,0,4.793648106,1.648547275,41.29186204,14.7929344,3.754620822,100.9157281,47.7,41.29186204,252
2021-09-09,GC,18,33.75,1,0,0,0,6.134700393,2.168833472,112.7875099,14.78891232,12.51857228,276.1939074,121,112.7875099,252
2021-09-09,GC,19,44.375,1,0,0,0,4.072262525,5.787453201,106.5276181,10.66687167,7.267240095,359.8249197,116,106.5276181,252
2021-09-09,GC,20,36.25,1,0,0,0,6.629264576,1.150475545,71.83526096,14.14708484,2.568163347,59.38588798,79.6,71.83526096,252
2021-07-20,PL,2,16.5,1,0,0,0,2.865666221,0,0,4.182833268,0,0,2.87,0,201
2021-07-20,PL,3,27,1,0,0,0,3.395305878,0.253879621,10.01726375,23.61183471,4.061454072,84.15754767,13.7,10.01726375,201
2021-07-20,PL,4,25.875,1,0,0,0,4.2406248,0,0,7.680322338,0,0,4.24,0,201
2021-07-20,PL,5,33.125,1,0,0,0,6.357429653,0,0,17.86591845,0,0,6.36,5.543094066,201
2021-07-20,DL,1,34.25,1,0,0,0,12.69264484,0,0,25.46875941,0,0,12.7,0,201
2021-07-20,DL,2,20.375,1,0,0,0,2.739394515,0,0,10.96684918,0,0,2.74,0,201
2021-07-20,DL,3,6.375,1,0,0,0,10.34901859,0,0,14.33603324,0,0,10.3,0,201
2021-07-20,DL,4,26.25,1,0,0,0,5.598045642,0,0,9.767667745,0,0,5.6,0,201
2021-07-20,DL,5,35.125,1,0,0,0,7.766879114,0,0,19.10561826,0,0,7.77,0,201
2021-07-20,GR,1,37.5,1,0,0,0,13.29945054,0,0,31.7924179,0,0,13.3,0,201
2021-07-20,GR,2,32.75,1,0,0,0,32.14959483,0,0,33.63968681,0,0,32.1,0,201
2021-07-20,GR,3,34.75,1,0,0,0,28.80865593,0,0,63.73001199,0,0,28.8,0,201
2021-07-20,GR,4,36,1,0,0,0,7.934072207,0,0,37.52408096,0,0,7.93,0,201
2021-07-20,GR,5,33,1,0,0,0,14.45109527,0,0,56.61596508,0,0,14.5,0,201
2021-07-20,GC,1,26.25,1,0,0,0,35.8050438,0,0,108.9924516,0,0,35.8,51.21603787,201
2021-07-20,GC,2,33.5,1,0,0,0,10.59746986,0,0,83.49241324,0,0,10.6,2.094005795,201
2021-07-20,GC,3,38.25,1,0,0,0,5.050868248,2.507896387,56.68443419,11.28413989,5.283218886,166.4852658,64.2,56.68443419,201
2021-07-20,GC,4,32.5,1,0,0,0,7.9878546,1.890568046,10.78574445,27.00467341,3.999867203,19.63544954,20.7,10.78574445,201
2021-07-20,GC,5,26.25,1,0,0,0,8.184277254,4.499014125,114.288766,28.98076719,9.883087076,336.6377259,127,114.288766,201
2021-07-20,BM,1,12,1,0,0,0,10.43846105,15.22275569,101.1590089,18.79904391,39.35964144,311.6586608,127,101.1590089,201
2021-07-20,BN,3,11.75,1,0,0,0,6.383736258,6.510007964,215.7216195,3.496448053,43.89103715,341.1120198,229,215.7216195,201
2021-07-20,BN,4,26,1,0,0,0,14.77378963,23.8700292,102.1936399,42.54728013,98.39190775,255.6079497,141,102.1936399,201
2021-07-20,BN,5,33.75,1,0,0,0,16.43870546,13.65137446,107.9437718,35.6147024,77.92556924,262.2541621,138,107.9437718,201
2021-08-03,PL,1,14.6875,1,0,0,0,8.245074742,0.32269436,26.44682596,17.61571933,1.169079121,32.47737588,35,26.44682596,215
2021-08-03,PL,3,16.6875,1,0,0,0,20.62437868,0.421490279,12.11054611,6.215080893,1.566313119,31.94389705,33.2,12.11054611,215
2021-08-03,PL,4,11,1,0,0,0,2.623645451,0,0,5.776796571,0,0,2.62,0,215
2021-08-03,PL,5,16.125,1,0,0,0,4.349358769,0,0,9.331617052,0,0,4.35,0,215
2021-08-03,DL,1,3.4375,1,0,0,0,9.885437741,0,0,26.44828316,0,0,9.89,1.12676408,215
2021-08-03,DL,2,5.75,1,0,0,0,7.598516839,0,0,36.60725237,0,0,7.6,1.071820237,215
2021-08-03,DL,3,3.6875,1,0,0,0,8.046313723,0,0,34.74157395,0,0,8.05,0,215
2021-08-03,DL,4,3.4375,1,0,0,0,7.510828154,0,0,33.01770345,0,0,7.51,0,215
2021-08-03,DL,5,8.625,1,0,0,0,8.022930074,0,0,41.18047188,0,0,8.02,0,215
2021-08-03,GR,2,15.25,1,0,0,0,9.620033321,0,1.806452892,23.86846415,0,2.644029037,11.4,1.806452892,215
2021-08-03,GR,3,9.6875,0,1,0,0,8.745484837,0,0,27.23125898,0,0,8.75,5.203264561,215
2021-08-03,GR,4,15.5625,1,0,0,0,6.430503557,0,0,28.86722239,0,0,6.43,5.431474895,215
2021-08-03,GR,5,8.625,1,0,0,0,22.31384734,0,0,45.20996114,0,0,22.3,0,215
2021-08-03,GC,1,24.875,1,0,0,0,3.66187948,0,0,19.26744272,0,0,3.66,0.698368885,215
2021-08-03,GC,2,21.375,1,0,0,0,12.94518825,0,1.740904709,25.05284507,0,4.278804068,14.7,55.426893289,215
2021-08-03,GC,3,35.375,1,0,0,0,1.031218934,0.336139959,36.86438975,3.72582118,2.26613849,103.4858619,38.2,36.86438975,215
2021-08-03,GC,4,36.375,1,0,0,0,12.88439076,0,0,59.01068075,0,0,12.9,0,215
2021-08-03,BM,1,28.375,1,0,0,0,7.051339446,0.589267962,3.835822431,14.56766022,1.222011647,17.55350954,11.5,3.835822431,215
2021-08-03,BM,2,28.375,1,0,0,0,13.35323293,1.021865474,16.56012407,24.86583535,5.040872603,21.21514641,30.9,16.56012407,215
2021-08-03,BM,5,26,1,0,0,0,5.892679623,0.619666706,0,11.99468359,2.992485105,0,6.51,0,215
2021-08-03,BN,2,26.5,1,0,0,0,4.068754978,0,0.708799594,14.181448,0,1.745308758,4.78,0.708799594,215
2021-08-03,BN,4,33.5,1,0,0,0,7.047831898,0,0,34.1365231,0,0,7.05,0,215
2021-08-03,BN,5,23.5,1,0,0,0,26.73452624,117.9062057,79.8764774,61.05398539,62.08631962,344.5483763,225,79.8764774,215
2020-07-21,PL,2,23.5,1,0,0,0,21.32588816,0,5.301073296,56.2515758,0,6.292463455,26.6,5.301073296,203
2020-07-21,PL,3,18,0,0,0,1,0.383491848,0,0,0.706554642,0,0,0.383,0,203
2020-07-21,PL,4,31,0,0,0,1,1.9081057830000001,0,0,3.253679252,0,0,1.91,0,203
2020-07-21,CR,1,24,1,0,0,0,13.81506,1.643870546,57.95169805,34.42503829,4.843999557,261.9913935,73.4,57.95169805,203
2020-07-21,CR,2,36.75,1,0,0,0,14.04421977,2.099267116,71.32480709,31.43556406,6.651332258,213.2549644,87.5,71.32480709,203
2020-07-21,CR,3,35.25,1,0,0,0,12.40970268,0.561207583,35.18888465,48.26486744,1.574593708,76.27148579,48.2,35.18888465,203
2020-07-21,CR,4,37.25,1,0,0,0,5.670534955,0,0,7.628371621,0,0,5.67,0,203
2020-07-21,CR,5,38,1,0,0,0,8.48592633,3.086641707,67.34958671,18.37186079,8.51113035,134.7561165,78.9,67.34958671,203
2020-07-21,GC,2,35.25,1,0,0,0,41.36567561,5.153756305,188.2383768,86.41503041,13.85342613,173.7529056,235,188.2383768,203
2020-07-21,GC,3,21.5,1,0,0,0,35.06670508,0.531978022,52.61321092,25.27911938,0.421993039,0.024417944,88.2,52.61321092,203
2020-07-21,GC,4,32.5,1,0,0,0,7.365849529,1.761373383,22.33138508,13.71951593,0.825433888,49.27528502,31.5,22.33138508,203
2020-07-21,BM,2,22.75,1,0,0,0,5.198185239,0,0,12.06990134,0,0,5.2,0,203
2020-07-21,BM,3,10,1,0,0,0,0.631358531,0,0,2.424847907,0,0,0.631,0,203
2020-07-21,BM,4,28.25,1,0,0,0,0.315679266,0,0,0.772516303,0,0,0.316,0,203
2020-07-21,BM,5,38,1,0,0,0,17.04668034,1.215949763,77.46301503,35.80369673,3.08957553,305.2647612,95.7,77.46301503,203
2020-08-04,BM,1,26.5,1,0,0,0,8.965291141,1.210103851,5.247290902,24.57522358,2.28075323,9.656912045,15.4,5.247290902,217
2020-08-04,BM,2,55.75,1,0,0,0,16.24491346,0,0,27.91191014,0,0,16.2,0,217
2020-08-04,BM,3,32.25,0,1,0,0,4.822877668,0,0,15.40733997,0,0,4.82,0,217
2020-08-04,BM,4,30.75,1,0,0,0,19.49319465,2.911264338,13.91794806,26.07225146,1.816297273,26.79418645,36.3,13.91794806,217
2020-08-04,BM,5,15.25,1,0,0,0,12.55935804,0,3.41050525,50.31070498,0,5.029261798,16,3.41050525,217
2020-08-04,CR,4,35,1,0,0,0,1.080714325,0.546300507,690.1803876,4.570913659,1.992080992,840.804451,692,690.1803876,217
2020-08-04,CR,5,31.5,1,0,0,0,3.584713437,4.542273876,122.8616043,11.07447227,2.849962,215.5912662,131,122.8616043,217
2020-08-04,GC,2,31,1,0,0,0,7.862362349,7.979670323,174.5516704,73.83977729,4.18494036,392.8381177,190,174.5516704,217
2020-08-04,PL,2,27.375,0,0,0,1,1.470831541,0,0,1.742444734,0,0,1.47,0,217
2020-08-04,PL,3,35,1,0,0,0,3.860640499,0.233836493,3.672402122,11.73480012,1.504156491,32.6615755,7.77,3.672402122,217
2020-08-04,PL,4,38.875,0,0,0,1,1.557935634,0,0,1.789294396,0,0,1.56,0,217
2020-08-18,BM,1,21.5,1,0,0,0,2.360287101,0,0,37.367584,0,0,2.36,0,231
2020-08-18,BM,2,28.5,1,0,0,0,25.86816204,0,0,63.07375066,0,0,25.9,0,231
2020-08-18,BM,3,28.5,1,0,0,0,33.63737951,0,0,108.5650168,0,0,33.6,0,231
2020-08-18,BM,4,32.25,1,0,0,0,26.93211808,0,0,67.27916194,0,0,26.9,0,231
2020-08-18,BM,5,27,1,0,0,0,11.79938944,0,0,53.57620026,0,0,11.8,0,231
2020-08-18,BN,1,10.75,1,0,0,0,12.04257939,0,0,49.28227579,0,0,12,0,231
2020-08-18,BN,2,34,1,0,0,0,21.29782778,0,0,39.08579795,0,0,21.3,0,231
2020-08-18,BN,3,40,1,0,0,0,13.92145561,0,0,45.93522293,0,0,13.9,0,231
2020-08-18,BN,4,20,1,0,0,0,11.08384977,0,0,22.28462741,0,0,11.1,0,231
2020-08-18,BN,5,33.75,1,0,0,0,14.19972104,0,0,64.52789829,0,0,14.2,0,231
2020-08-18,CR,1,11,1,0,0,0,2.406177513,0,1.580419988,6.580862433,0,6.453474397,3.99,1.580419988,231
2020-08-18,CR,2,25.25,1,0,0,0,4.021987679,0.531978022,112.2316549,9.84705355,1.48478851,114.0478911,117,112.2316549,231
2020-08-18,CR,3,27.75,1,0,0,0,7.289852669,2.471651731,648.4767583,8.544336769,10.37066797,791.3579744,658,648.4767583,231
2020-08-18,CR,4,32,1,0,0,0,7.536550169,4.012634219,386.677613,13.30386303,6.121919323,179.7546042,398,386.677613,231
2020-08-18,CR,5,26.25,1,0,0,0,4.793648106,0.34919583,13.84824449,23.81090335,1.2342939,8.89412164,19,13.84824449,231
2020-08-18,GC,2,30,1,0,0,0,27.99139739,9.815286793,57.12511034,22.29761054,4.053689512,233.7949652,94.9,57.12511034,231
2020-08-18,GC,3,18.25,1,0,0,0,8.207660903,15.54311169,23.25389961,21.05432248,25.56968718,155.9498209,47,23.25389961,231
2020-08-18,GC,5,40,1,0,0,0,5.176847659,3.928453082,69.75708647,20.05037661,4.067714359,75.89983481,78.9,69.75708647,231
2020-08-18,PL,1,36,0,0,0,1,10.92016422,0,0,15.8868069,0,0,10.9,0,231
2020-08-18,PL,2,29.25,1,0,0,0,2.659890108,0.662341866,16.01017022,5.258424302,2.979530676,13.75290601,19.3,16.01017022,231
2020-08-18,PL,4,30.25,1,0,0,0,9.411918842,0,1.816467517,22.31569507,0,3.747470531,11.2,1.816467517,231
2020-08-18,PL,5,28.25,0,0,0,1,1.732728413,0,0,3.625031841,0,0,1.73,0,231
2020-09-01,PL,1,31,1,0,0,0,4.011465037,0.526911564,5.400453805,17.51909651,1.298983412,0,9.94,5.400453805,245
2020-09-01,PL,3,24.25,1,0,0,0,14.49786256,0,0,50.96564517,0,0,14.5,0,245
2020-09-01,PL,5,30.5,1,0,0,0,3.525669723,0,0,11.37801408,0,0,3.53,0,245
2020-09-01,CR,1,13,1,0,0,0,2.768624077,0.233836493,12.37462721,3.34212379,0.268455372,0,15.4,12.37462721,245
2020-09-01,CR,2,25.5,1,0,0,0,9.938050951,0,42.37478306,24.90896982,0.608195349,0,51.7,42.37478306,245
2020-09-01,CR,3,24,1,0,0,0,13.87585749,3.133409006,88.49498572,8.082828053,3.681363438,0,106,88.49498572,245
2020-09-01,CR,4,21,1,0,0,0,11.6485649,3.437396447,116.2786221,17.96273911,7.664578922,0,131,116.2786221,245
2020-09-01,CR,5,31.75,1,0,0,0,11.24052022,2.765116529,126.3121462,17.52433136,4.208863222,0,140,126.3121462,245
2020-09-01,GC,1,31.75,1,0,0,0,16.13471802,0.059803683,7.502643877,55.65065203,0.084576941,0,23.7,7.502643877,245
2020-09-01,GC,2,22,1,0,0,0,17.06421807,0,0,23.91428054,0,0,17.1,0,245
2020-09-01,GC,3,24.25,1,0,0,0,12.93466561,1.27616266,7.791431946,19.84701493,1.928053368,0,22,7.791431946,245
2020-09-01,GC,4,36.25,1,0,0,0,7.815984778,1.346313608,83.66114357,8.748215697,4.969869976,0,92.8,83.66114357,245
2020-09-01,GC,5,35,1,0,0,0,9.063502468,0,4.695436779,17.8004368,0,0,13.8,4.695436779,245
2020-09-01,BM,1,21,1,0,0,0,16.20486896,0,0,21.00488637,0,0,16.2,0,245
2020-09-01,BM,2,33.75,1,0,0,0,26.93796399,0,0,77.23832622,0,0,26.9,0,245
2020-09-01,BM,3,28.5,1,0,0,0,20.29116168,0,0,24.41885172,0,0,20.3,0,245
2020-09-01,BM,4,34,1,0,0,0,26.54511868,0,0,21.90953072,0,0,26.5,0,245
2020-09-01,BM,5,29.75,1,0,0,0,3.682924764,0,0,12.01402566,0,0,3.68,0,245
2020-09-29,PL,1,33.5,1,0,0,0,8.65195024,3.048935573,0,35.79606154,23.89687009,0,11.7,154.9629959,273
2020-09-29,PL,3,23.5,1,0,0,0,15.53141986,0,0,49.88186786,0,0,15.5,0,273
2020-09-29,PL,4,29.5,1,0,0,0,8.194799896,0,0,17.64601646,0,0,8.19,0,273
2020-09-29,CR,1,20,1,0,0,0,3.593131551,0.224483033,15.17053817,14.45048667,1.72874184,10.18230418,19,15.17053817,273
2020-09-29,CR,2,24.5,1,0,0,0,3.352630718,1.391327133,119.3400893,15.89788146,8.841774028,142.6806233,124,119.3400893,273
2020-09-29,CR,3,33.75,1,0,0,0,16.14594217,2.572201423,55.78641785,70.64028983,14.39128603,74.47749907,74.5,55.78641785,273
2020-09-29,CR,4,28,1,0,0,0,9.98481825,1.876537856,20.54692635,27.49270698,5.379484927,63.72328297,32.4,20.54692635,273
2020-09-29,CR,5,28.5,1,0,0,0,4.372742419,1.487200095,40.16560063,11.84866351,4.00096952,61.57864395,46,40.16560063,273
2020-09-29,GC,1,33.5,1,0,0,0,14.7620978,5.440206009,165.5816698,37.45080804,14.17665985,408.1533551,186,165.5816698,273
2020-09-29,GC,3,20.5,1,0,0,0,9.171067254,1.314745682,26.37195792,53.64135797,1.736780186,40.69989353,36.9,26.37195792,273
2020-09-29,GC,4,23.75,1,0,0,0,21.96660015,1.284346938,24.86938652,71.61777922,5.78723599,29.57847942,48.1,24.86938652,273
2020-09-29,GC,5,19,1,0,0,0,13.39883105,1.557351043,14.78110604,37.21130268,3.503631709,21.16385446,29.7,14.78110604,273
2020-09-29,BM,2,24.75,1,0,0,0,17.67102377,0,0,35.55054479,0,0,17.7,0,273
2020-09-29,BM,4,34.75,1,0,0,0,9.130145868,0,0,52.18488684,0,0,9.13,0,273
2020-09-29,BM,5,12.25,1,0,0,0,22.72189202,0,0,41.42149283,0,0,22.7,0,273
2020-10-20,PL,1,17.25,1,0,0,0,18.32693514,0,0,52.47688179,0,0,18.3,0,294
2020-10-20,PL,2,26.75,1,0,0,0,11.7463865,0,0,47.59398737,0,0,11.7,0,294
2020-10-20,PL,3,17,1,0,0,0,20.47706169,0,0,98.61253358,0,0,20.5,0,294
2020-10-20,PL,4,18.25,1,0,0,0,19.02026034,0,0,133.2372766,0,0,19,0,294
2020-10-20,PL,5,13.625,1,0,0,0,38.19719113,0,0,74.36355756,0,0,38.2,0,294
2020-10-20,CR,1,27.75,1,0,0,0,4.415612442,0,1.114376237,24.24811709,0,4.431522356,5.53,1.114376237,294
2020-10-20,CR,3,30.5,1,0,0,0,2.146619006,0,0,26.67863895,0,0,2.15,0,294
2020-10-20,GC,3,40,1,0,0,0,18.5292037,0,0,48.77860409,0,0,18.5,0,294
2020-10-20,GC,5,35,1,0,0,0,17.07941745,0,0,64.75924886,0,0,17.1,0,294
2020-10-20,BM,1,30,1,0,0,0,3.369583864,0,0,32.97037238,0,0,3.37,0,294
2020-10-20,BM,2,45,1,0,0,0,6.3276155,0,0,68.09041476,0,0,6.33,0,294
2020-10-20,BN,1,13,1,0,0,0,10.51679627,0,3.342695486,9.00054433,0,1.268536727,13.9,3.342695486,294
2020-10-20,BN,2,15,1,0,0,0,6.020120512,0,0,7.718771932,0,0,6.02,0,294
2020-10-20,BN,4,30,1,0,0,0,3.830241755,0,0,14.64716529,0,0,3.83,0,294
2021-06-22,PL,2,32.75,1,0,0,0,7.562272183,0,0,10.01175336,0,0,7.56,0,173
2021-06-22,PL,4,32.625,1,0,0,0,8.698717539,0,0,17.28585158,0,0,8.7,0,173
2021-06-22,PL,5,14.5,1,0,0,0,9.952081141,0,0,21.06706741,0,0,9.95,0,173
2021-06-22,DL,1,14.625,1,0,0,0,14.8953846,0,0,28.29143989,0,0,14.9,0,173
2021-06-22,DL,2,17,1,0,0,0,22.94520587,0,0,66.77920908,0,0,22.9,0,173
2021-06-22,DL,3,24.375,1,0,0,0,17.52019924,0,0,25.21824542,0,0,17.5,0,173
2021-06-22,DL,4,16.75,1,0,0,0,10.47587489,0,0,19.70518532,0,0,10.5,0,173
2021-06-22,DL,5,17,1,0,0,0,12.14546745,0,0,21.18344392,0,0,12.1,0,173
2021-06-22,GR,1,22.25,1,0,0,0,14.34762262,0,0,25.51534423,0,0,14.3,0,173
2021-06-22,GR,2,33,1,0,0,0,27.72833134,0,0,34.8222107,0,0,27.7,0,173
2021-06-22,GR,3,31.5,1,0,0,0,3.283064361,0,0,5.817755722,0,0,3.28,0,173
2021-06-22,GR,4,18.25,1,0,0,0,2.185202027,0,0,3.922741111,0,0,2.19,0,173
2021-06-22,GR,5,36.25,1,0,0,0,23.21411784,0,0,61.22392795,0,0,23.2,0,173
2021-06-22,GC,2,9.8125,1,0,0,0,10.04093901,0,0,36.71359165,0,0,10,2.644690736,173
2021-06-22,GC,3,14.8125,1,0,0,0,9.143006875,0,0,27.15223061,0,0,9.14,2.309970498,173
2021-06-22,GC,4,9,1,0,0,0,7.313236318,0,0,17.12238075,0,0,7.31,0,173
2021-06-22,GC,5,14.25,1,0,0,0,6.734490998,0,0,17.78030258,0,0,6.73,0,173
2021-06-22,BM,5,7,1,0,0,0,3.633819101,0.289957251,42.99929332,6.032628309,0.43162971,34.85068313,46.9,42.99929332,173
2021-06-22,BN,2,9.4375,1,0,0,0,6.229404173,0.409213863,10.38662729,10.32628295,0.882453034,11.50809709,17,10.38662729,173
2021-06-22,BN,3,13.5,1,0,0,0,6.383736258,6.842055784,94.66059785,13.79262649,4.371892563,84.39980666,108,94.66059785,173
2021-06-22,BN,4,12.875,1,0,0,0,3.472471921,0,44.65797036,11.1332448,0.771497606,128.4920797,47.9,44.65797036,173
2021-07-07,PL,2,27.75,1,0,0,0,9.952665732,0,0,17.12748985,0,0,9.95,0,188
2021-07-07,PL,3,37.125,0,0,1,0,0.675319792,0,0,1.514715635,0,0,0.675,0,188
2021-07-07,PL,5,36.75,1,0,0,0,12.35825865,0,0,34.39004903,0,0,12.4,16.30493153,188
2021-07-07,DL,1,8.5,1,0,0,0,6.734490998,0,0,17.49928022,0,0,6.73,0,188
2021-07-07,DL,2,31.5,1,0,0,0,14.71708428,0,0,9.837778823,0,0,14.7,0,188
2021-07-07,DL,3,29.5,1,0,0,0,18.50114332,0,0,22.37241355,0,0,18.5,0,188
2021-07-07,DL,4,11,1,0,0,0,7.562272183,0,0,18.40807378,0,0,7.56,0,188
2021-07-07,DL,5,16.5,1,0,0,0,12.89842095,0,0,23.40636969,0,0,12.9,13.5087342,188
2021-07-07,GR,1,12.125,1,0,0,0,16.20486896,0,0,23.10074046,0,0,16.2,0,188
2021-07-07,GR,2,22.75,1,0,0,0,11.12594034,0,0,11.75747789,0,0,11.1,0,188
2021-07-07,GR,3,23.25,1,0,0,0,12.72070522,0,0,23.30729002,0,0,12.7,0,188
2021-07-07,GR,4,28.75,1,0,0,0,20.56241201,0,0,22.56741661,0,0,20.6,0,188
2021-07-07,GR,5,37.25,1,0,0,0,13.46664363,0,0,17.46929125,0,0,13.5,5.027484599,188
2021-07-07,GC,1,6.625,1,0,0,0,8.464881046,0,0,18.87490991,0,0,8.46,0,188
2021-07-07,GC,2,14.625,1,0,0,0,4.23127134,0.671110735,38.86826223,7.498898933,1.456432977,41.03418368,43.8,38.86826223,188
2021-07-07,GC,3,13.8125,1,0,0,0,17.47810867,1.431663928,110.2771622,23.37268184,2.801364717,75.46217301,129,154.70258832000002,188
2021-07-07,GC,4,14,1,0,0,0,11.90695422,1.980595096,107.645254,11.98304588,1.718588858,95.33000115,122,107.645254,188
2021-07-07,GC,5,9.625,1,0,0,0,2.272890712,1.139952903,0,34.08077644,2.086651947,0,3.41,0,188
2021-07-07,BM,1,13.5,1,0,0,0,5.070159759,0.434935877,6.173283415,21.02968525,0.847921522,24.2284287,11.7,6.173283415,188
2021-07-07,BM,2,14.625,1,0,0,0,13.52510275,6.705261436,102.3581151,15.8547989,4.574942342,132.9025983,123,102.3581151,188
2021-07-07,BM,4,15.125,1,0,0,0,27.57809139,2.857481944,104.7507532,47.99527612,3.621894235,144.7020643,135,104.7507532,188
2021-07-07,BN,1,15,1,0,0,0,7.700235714,2.554663686,169.0761329,10.06825113,3.736057151,212.3295672,179,169.0761329,188
2021-07-07,BN,4,11.25,1,0,0,0,2.726533508,1.277331843,59.19724939,26.65109851,4.486122678,79.49234329,63.2,59.19724939,188
2021-07-07,BN,5,8.1875,1,0,0,0,9.354628901,2.934647987,47.22753133,6.130796914,2.161842813,44.76351978,59.5,47.22753133,188
2021-09-22,DL,1,16,1,0,0,0,17.78326529,0,0,35.19685911,0,0,17.8,0,265
2021-09-22,DL,2,13.875,1,0,0,0,12.88672913,0,0,38.27884823,0,0,12.9,0,265
2021-09-22,DL,3,24.25,1,0,0,0,5.479958213,0,0,16.11874808,0,0,5.48,0,265
2021-09-22,DL,4,27.375,1,0,0,0,15.62729283,0,0,56.57562244,0,0,15.6,0,265
2021-09-22,DL,5,22,1,0,0,0,7.922380382,0,0,24.09523676,0,0,7.92,0,265
2021-09-22,GR,1,29.5,1,0,0,0,14.56801351,0,0,44.15513826,0,0,14.6,58.46964589,265
2021-09-22,GR,3,35.375,1,0,0,0,26.30485169,0,0.588523661,85.67177139,0,5.00324251,26.9,0.588523661,265
2021-09-22,GR,4,21.25,1,0,0,0,5.714963888,0,0,15.6389242,0,0,5.71,0,265
2021-09-22,BM,1,8.75,1,0,0,0,22.26240331,0,0,23.32960081,0,0,22.3,0,265
2021-09-22,BM,2,12.5,1,0,0,0,39.80657079,0,0,72.8913692,0,0,39.8,0,265
2021-09-22,BM,4,29.25,1,0,0,0,14.21725877,0,0,46.98696198,0,0,14.2,0,265
2021-09-22,BM,5,29,1,0,0,0,25.28824753,0,0,64.07848869,0,0,25.3,0,265
2021-09-22,BN,5,30.25,1,0,0,0,18.31407413,0,20.65065452,45.94184422,0,0,39,20.65065452,265
2021-10-13,DL,1,18.5,1,0,0,0,13.05392222,0,0,23.77891995,0,0,13.1,0,286
2021-10-13,DL,2,16,1,0,0,0,10.46885979,0,0,24.38434638,0,0,10.5,0,286
2021-10-13,DL,3,12.5,1,0,0,0,8.835511887,0,0,10.63327349,0,0,8.84,0,286
2021-10-13,DL,4,21,1,0,0,0,11.88590894,0,0,15.95733561,0,0,11.9,0,286
2021-10-13,DL,5,17.75,1,0,0,0,11.01019127,0,0,25.42957465,0,0,11,0,286
2021-10-13,GR,1,30.25,1,0,0,0,31.03477935,0,0,72.12850873,0,0,31,16.14456534,286
2021-10-13,GR,2,33.5,1,0,0,0,37.93412507,2.345380025,18.17850514,108.778337,20.98111995,59.18897447,58.5,18.17850514,286
2021-10-13,GR,3,36.5,1,0,0,0,36.7123294,0,0,73.33875136,0,0,36.7,65.71997119,286
2021-10-13,GR,4,34.5,1,0,0,0,13.46079772,21.70470328,20.79396861,35.64138661,17.03609037,145.6416553,56,22.541452562,286
2021-10-13,GR,5,27.25,1,0,0,0,10.55070256,0,0,60.48211645,0,0,10.6,3.589930017,286
2021-10-13,GC,1,18.75,1,0,0,0,25.58989661,0,0,52.87550646,0,0,25.6,57.65859151,286
2021-10-13,GC,2,32.25,1,0,0,0,28.88465279,0,0,44.737552,0,0,28.9,157.4394726,286
2021-10-13,GC,3,45,1,0,0,0,6.419980915,2.700811494,31.0008533,3.730512174,4.511277358,83.93582676,40.1,31.0008533,286
2021-10-13,BN,1,29.75,1,0,0,0,25.41218087,1.525783117,2.951472808,32.30328421,2.423307234,20.12620668,29.9,2.951472808,286
2021-10-13,BN,2,35.25,1,0,0,0,2.82240647,1.122415166,0,3.795312321,3.341468486,0,3.94,0,286
2021-10-13,BN,3,38.5,1,0,0,0,10.51679627,0,0,66.37468946,0,0,10.5,0,286
2021-10-13,BN,5,40,1,0,0,0,32.3582939,0.473518898,3.53887016,45.1458554,1.225649371,7.96064737,36.4,3.53887016,286
2020-07-13,BN,1,33.3375,1,0,0,0,12.05285309,0,0,8.963910507,0,0,12.1,0,195
2020-07-13,BN,2,34.925,1,0,0,0,0.814905518,0,6.950797911,0.417957498,0,7.736820777,7.77,6.950797911,195
2020-07-13,BN,5,32.7025,1,0,0,0,2.631527026,0,0,4.2887927790000004,0,0,2.63,0,195
2020-07-20,BN,2,19.75,1,0,0,0,1.262717062,0.343739645,339.4326198,1.841304543,0.070723057,13.26463173,341,339.4326198,202
2020-07-20,BN,3,12,1,0,0,0,1.306561405,0.681867214,375.8599067,3.469745329,0.235358745,169.0438266,378,375.8599067,202
